,date,source,medium,campaign,cost,impressions,clicks,users,conversions,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score,anomaly_scores,anomaly
184,2022-03-04,direct,social,customer_retention,195.36,5083,407,220,29,384.08,7.13,45.95,228,Desktop,Chrome,3,4,0.14660053896520686,1
185,2022-05-21,newsletter,social,summer_sale,1846.42,7227,4859,3886,3504,130.37,72.11,20.02,74,Desktop,Chrome,4,3,0.03627840629197521,1
186,2022-10-31,direct,social,lead_generation,27.3,4393,70,35,27,991.83,38.57,50.0,240,Desktop,Firefox,2,3,0.12007959267661056,1
187,2023-12-17,google,video,brand_awareness,1156.62,4481,1042,649,107,948.97,10.27,37.72,263,Mobile,Firefox,5,4,0.13335223988955963,1
188,2021-12-08,twitter,referral,new_product_launch,376.95,1823,1077,72,26,718.51,2.41,93.31,95,Mobile,Firefox,2,5,0.12852331135308287,1
189,2021-07-09,youtube,video,summer_sale,-917.8,3851,3530,1628,318,854.38,9.01,53.88,303,Desktop,Firefox,1,5,0.09421763160587832,1
190,2022-03-01,newsletter,social,new_product_launch,4465.28,9633,6977,2444,684,895.99,9.8,64.97,427,Desktop,Firefox,2,3,0.05588384822160408,1
191,2023-03-13,instagram,social,summer_sale,351.5,3662,703,309,218,911.63,31.01,56.05,428,Desktop,Safari,2,4,0.13806188910083467,1
192,2023-12-27,facebook,referral,lead_generation,1805.5,7939,3925,3025,2551,827.79,64.99,22.93,313,Desktop,Chrome,3,5,0.03116995806017242,1
193,2022-02-27,newsletter,video,summer_sale,1190.02,3311,2587,452,333,785.82,12.87,82.53,340,Desktop,Firefox,1,5,0.1442866554498336,1
194,2022-12-15,direct,referral,new_product_launch,-0.0,1546,1228,27,11,466.4,0.9,97.8,359,Mobile,Firefox,4,5,0.10649194504705811,1
195,2023-11-21,instagram,social,lead_generation,214.59,6174,311,119,93,299.77,29.9,61.74,434,Mobile,Safari,2,3,0.1288907131207041,1
196,2022-06-15,linkedin,organic,summer_sale,126.28,563,82,75,37,209.02,45.12,8.54,474,Mobile,Safari,5,3,0.09166642272588454,1
197,2023-08-25,facebook,social,brand_awareness,-106.26,4283,966,732,273,892.92,28.26,24.22,54,Mobile,Firefox,3,4,0.1417973529089308,1
198,2021-03-24,google,social,customer_retention,4002.56,7957,6784,3137,1080,676.39,15.92,53.76,345,Mobile,Firefox,5,4,0.08539627417065093,1
199,2021-04-11,linkedin,video,summer_sale,3349.65,5802,2055,655,317,825.24,15.43,68.13,232,Desktop,Firefox,3,5,0.11637887955956239,1
200,2024-01-21,instagram,display,customer_retention,322.08,4166,528,72,56,447.9,10.61,86.36,306,Desktop,Firefox,3,5,0.15262766651711812,1
201,2021-10-10,twitter,social,brand_awareness,2457.84,9975,5016,2276,570,597.67,11.36,54.63,251,Desktop,Safari,1,3,0.05853858252952748,1
202,2023-12-17,linkedin,organic,lead_generation,326.17,1916,193,150,30,892.58,15.54,22.28,410,Mobile,Safari,3,3,0.13290616854539894,1
203,2022-12-06,google,display,brand_awareness,730.2,1225,1217,16,3,186.78,0.25,98.69,268,Mobile,Safari,4,3,0.08725016461133062,1
204,2023-03-02,youtube,referral,customer_retention,-81.41,3946,1163,392,114,958.4,9.8,66.29,69,Desktop,Chrome,3,5,0.13320582659288388,1
205,2022-05-26,direct,organic,customer_retention,19.32,125,69,22,4,166.05,5.8,68.12,282,Mobile,Firefox,3,3,0.08803768465778666,1
206,2023-07-22,google,referral,new_product_launch,521.55,2602,915,356,5,744.2,0.55,61.09,96,Desktop,Firefox,1,5,0.12659725333621358,1
207,2023-08-31,instagram,organic,summer_sale,434.28,2051,1316,221,6,107.81,0.46,83.21,317,Desktop,Safari,2,5,0.12016413431300932,1
208,2024-01-31,newsletter,social,customer_retention,4836.42,6539,4986,4166,2658,80.88,53.31,16.45,196,Desktop,Firefox,5,3,0.02192605869958142,1
209,2023-04-27,google,social,new_product_launch,6.75,19,9,9,1,133.26,11.11,0.0,111,Mobile,Chrome,3,3,0.08109952014505128,1
210,2021-04-02,direct,display,summer_sale,-234.78,3011,903,560,522,20.21,57.81,37.98,293,Mobile,Chrome,5,3,0.06439470240464151,1
211,2022-04-10,direct,referral,customer_retention,416.89,1560,887,327,180,680.93,20.29,63.13,372,Desktop,Firefox,4,5,0.13120735968777414,1
212,2022-01-31,instagram,display,new_product_launch,68.82,688,111,72,25,470.71,22.52,35.14,307,Desktop,Firefox,4,3,0.11923636110752711,1
213,2021-06-22,direct,social,lead_generation,467.61,5877,1417,412,289,471.04,20.4,70.92,474,Desktop,Chrome,4,5,0.15124753254870815,1
214,2023-08-16,google,social,lead_generation,396.36,9279,734,631,209,852.83,28.47,14.03,437,Desktop,Firefox,3,5,0.0869559222490286,1
215,2022-01-25,facebook,social,summer_sale,160.48,5295,4012,794,150,544.39,3.74,80.21,108,Mobile,Chrome,4,5,0.14750147702259847,1
216,2022-09-14,twitter,social,brand_awareness,817.79,7660,1543,1396,767,631.98,49.71,9.53,389,Desktop,Firefox,4,4,0.10693833949360326,1
217,2022-10-21,facebook,social,new_product_launch,2035.95,5172,4155,329,15,504.47,0.36,92.08,72,Desktop,Firefox,2,3,0.08604831394369905,1
218,2021-08-07,twitter,video,customer_retention,6460.29,9840,9099,3084,1184,326.24,13.01,66.11,172,Mobile,Chrome,2,3,0.010374408850045702,1
219,2021-11-20,newsletter,social,summer_sale,1333.8,5343,3705,3325,1492,324.86,40.27,10.26,71,Desktop,Safari,1,4,0.1277780840694011,1
220,2023-09-13,twitter,social,customer_retention,1580.04,8325,4788,729,716,583.67,14.95,84.77,339,Mobile,Safari,4,5,0.11963683518134083,1
221,2021-11-17,facebook,organic,new_product_launch,-45.2,8500,452,395,318,792.2,70.35,12.61,110,Mobile,Firefox,4,3,0.03365616569847807,1
222,2022-11-13,facebook,display,new_product_launch,-105.2,6222,2104,1858,266,389.48,12.64,11.69,398,Mobile,Firefox,1,5,0.14102911298923315,1
223,2023-01-29,instagram,referral,lead_generation,912.0,4946,3800,2144,1050,597.27,27.63,43.58,159,Mobile,Firefox,1,5,0.13996531929291994,1
224,2022-02-04,twitter,organic,brand_awareness,1831.22,3276,3002,2398,779,572.73,25.95,20.12,319,Mobile,Firefox,1,5,0.11774877063835865,1
225,2022-02-28,facebook,display,new_product_launch,1631.72,4657,4294,2426,1506,472.73,35.07,43.5,37,Desktop,Firefox,1,5,0.10799264306187889,1
226,2023-03-19,linkedin,social,brand_awareness,951.95,1489,395,319,101,605.88,25.57,19.24,132,Mobile,Safari,5,5,0.10526901858598864,1
227,2023-03-09,google,display,brand_awareness,1371.51,5592,2177,1328,1146,35.45,52.64,39.0,218,Mobile,Safari,2,5,0.07905030584400041,1
228,2023-08-25,twitter,organic,new_product_launch,895.14,7183,4973,2826,327,914.59,6.58,43.17,150,Desktop,Safari,2,4,0.13375551080316306,1
229,2023-07-04,direct,display,summer_sale,64.24,6785,3212,2082,6,710.82,0.19,35.18,58,Mobile,Safari,1,5,0.11643810660845572,1
230,2021-07-12,newsletter,video,new_product_launch,575.64,4395,1476,1111,505,836.02,34.21,24.73,398,Mobile,Safari,3,3,0.1244689016185831,1
231,2022-05-02,youtube,organic,customer_retention,1012.39,9804,3491,419,99,43.41,2.84,88.0,115,Mobile,Firefox,1,3,0.06565464062552917,1
232,2022-11-24,direct,display,brand_awareness,2023.91,7352,6979,3515,723,277.37,10.36,49.63,400,Desktop,Chrome,2,4,0.12931253604824305,1
233,2021-04-27,youtube,social,summer_sale,528.87,7283,3111,1309,1101,413.54,35.39,57.92,91,Mobile,Safari,4,4,0.12137820085859191,1
234,2022-07-22,youtube,display,lead_generation,661.2,2899,2755,2403,1280,41.3,46.46,12.78,272,Mobile,Safari,5,4,0.11748803617639486,1
235,2022-05-09,facebook,referral,summer_sale,2875.89,7739,5639,4406,781,296.29,13.85,21.87,119,Desktop,Safari,5,5,0.11047058361645734,1
236,2022-02-21,instagram,social,new_product_launch,925.0,2691,2500,1537,870,805.55,34.8,38.52,41,Desktop,Firefox,2,5,0.11752571432691433,1
237,2023-05-27,instagram,referral,new_product_launch,36.72,6251,153,123,66,999.37,43.14,19.61,122,Desktop,Safari,4,4,0.12752043745864683,1
238,2023-01-04,twitter,organic,brand_awareness,330.72,4586,689,474,361,978.99,52.39,31.2,245,Desktop,Firefox,5,3,0.10684443881611211,1
239,2021-05-28,youtube,social,lead_generation,-58.89,4973,453,179,91,87.49,20.09,60.49,356,Mobile,Firefox,2,5,0.15669240221312675,1
240,2023-07-01,newsletter,video,lead_generation,1801.36,8526,2047,854,229,108.25,11.19,58.28,87,Mobile,Chrome,3,4,0.11658673184857282,1
241,2022-04-30,facebook,video,brand_awareness,-21.48,4577,716,216,39,146.09,5.45,69.83,51,Desktop,Firefox,4,4,0.15011321553269524,1
242,2023-06-24,google,referral,lead_generation,4.88,106,8,4,1,627.13,12.5,50.0,145,Mobile,Safari,3,4,0.09638993276263635,1
243,2023-01-20,newsletter,referral,lead_generation,1988.12,9907,8644,2013,1816,280.86,21.01,76.71,303,Desktop,Firefox,1,5,0.06816529003525118,1
244,2021-08-14,twitter,organic,lead_generation,-102.74,9105,5137,799,82,322.22,1.6,84.45,266,Mobile,Firefox,3,4,0.09144527907118366,1
245,2022-02-26,instagram,social,new_product_launch,454.02,1929,658,480,405,241.5,61.55,27.05,173,Mobile,Safari,1,5,0.07312126362136417,1
246,2021-10-15,direct,referral,lead_generation,-1224.34,5252,3601,1194,461,243.82,12.8,66.84,343,Mobile,Safari,4,5,0.10547335174083006,1
247,2021-11-04,facebook,organic,brand_awareness,306.54,1064,786,483,102,334.7,12.98,38.55,391,Mobile,Safari,2,3,0.11924748161588766,1
248,2023-11-11,twitter,organic,summer_sale,-429.78,7804,3306,620,568,767.81,17.18,81.25,344,Mobile,Chrome,5,5,0.11725520471488282,1
249,2021-11-28,newsletter,video,lead_generation,68.06,5828,166,137,22,990.43,13.25,17.47,455,Desktop,Chrome,3,4,0.1525784912433361,1
250,2021-08-02,linkedin,display,new_product_launch,7444.01,7668,3667,1928,262,871.0,7.14,47.42,475,Desktop,Safari,1,4,0.001718152738334866,1
251,2023-07-25,direct,display,brand_awareness,-53.36,9069,2668,1705,134,896.17,5.02,36.09,457,Mobile,Safari,5,4,0.09516674775943607,1
252,2021-12-13,newsletter,social,summer_sale,141.69,6239,4723,3506,667,235.09,14.12,25.77,304,Desktop,Firefox,1,3,0.13824853110514507,1
253,2022-01-31,direct,referral,summer_sale,-547.2,3428,1140,439,87,139.28,7.63,61.49,125,Desktop,Safari,1,5,0.11638944566070974,1
254,2022-01-17,facebook,social,summer_sale,91.12,5260,2278,315,47,128.72,2.06,86.17,374,Desktop,Chrome,2,5,0.1390494072005779,1
255,2022-11-21,newsletter,video,new_product_launch,1366.56,3471,1872,257,12,809.51,0.64,86.27,163,Desktop,Firefox,2,4,0.12096868362213209,1
256,2023-05-12,newsletter,organic,lead_generation,961.14,3037,1158,946,180,506.55,15.54,18.31,158,Mobile,Firefox,5,3,0.11965347361553424,1
257,2021-10-25,direct,organic,lead_generation,-998.75,6830,2125,310,196,641.8,9.22,85.41,35,Desktop,Chrome,2,3,0.10329643500900126,1
258,2022-07-19,direct,referral,lead_generation,16.35,405,327,46,44,719.67,13.46,85.93,209,Mobile,Safari,1,5,0.10985218765226928,1
259,2022-10-26,direct,referral,new_product_launch,3272.64,7882,7792,7569,6759,141.59,86.74,2.86,47,Desktop,Chrome,3,3,-0.04295672528010297,-1
260,2022-07-13,google,social,brand_awareness,670.08,6538,698,671,545,526.42,78.08,3.87,233,Desktop,Chrome,3,5,0.01177448047244467,1
261,2023-11-04,instagram,social,new_product_launch,2762.32,6875,3784,3560,2329,928.27,61.55,5.92,243,Mobile,Safari,3,3,0.055532311008288704,1
262,2022-05-10,direct,referral,new_product_launch,219.42,3191,477,213,20,887.27,4.19,55.35,35,Desktop,Chrome,5,5,0.1476811324177721,1
263,2022-10-25,direct,organic,brand_awareness,-2870.91,9663,5859,3692,211,111.08,3.6,36.99,407,Desktop,Firefox,2,4,-0.007822477185366883,-1
264,2021-08-15,twitter,video,summer_sale,-91.2,2428,608,536,190,135.99,31.25,11.84,113,Mobile,Safari,3,4,0.13101238350315664,1
265,2022-04-28,facebook,referral,new_product_launch,1643.6,4292,2935,2367,1827,349.26,62.25,19.35,326,Desktop,Safari,2,3,0.06800823709777548,1
266,2022-03-13,direct,organic,summer_sale,331.39,1141,1069,596,366,249.69,34.24,44.25,47,Mobile,Chrome,3,3,0.11118685096221259,1
267,2023-12-14,newsletter,social,customer_retention,1535.12,7427,4952,954,105,397.55,2.12,80.74,204,Mobile,Chrome,4,3,0.10716291639477032,1
268,2021-07-19,linkedin,display,customer_retention,9537.16,6847,6316,2298,707,140.25,11.19,63.62,401,Mobile,Firefox,1,4,-0.030730886840566796,-1
269,2022-08-25,newsletter,social,new_product_launch,258.58,4924,3694,1396,3,68.06,0.08,62.21,216,Mobile,Safari,1,4,0.14942819551528985,1
270,2022-05-09,google,organic,summer_sale,1647.72,7792,2388,372,170,157.62,7.12,84.42,264,Mobile,Chrome,3,4,0.11678885087887969,1
271,2021-06-21,newsletter,organic,new_product_launch,3336.0,9836,4170,202,185,28.85,4.44,95.16,346,Mobile,Chrome,3,3,0.05025903268899923,1
272,2021-05-19,twitter,organic,lead_generation,2.16,525,6,5,3,540.56,50.0,16.67,334,Mobile,Firefox,4,5,0.071488202534701,1
273,2024-01-05,direct,organic,lead_generation,234.5,3271,1675,922,76,62.14,4.54,44.96,342,Desktop,Chrome,4,4,0.14379689311400023,1
274,2022-11-02,google,organic,lead_generation,3840.2,5213,2743,1996,1442,650.54,52.57,27.23,242,Mobile,Firefox,4,4,0.061900057803252695,1
275,2023-04-20,direct,organic,summer_sale,-784.16,4172,2704,1643,528,408.86,19.53,39.24,258,Desktop,Firefox,2,5,0.1041130259471183,1
276,2022-07-13,twitter,social,brand_awareness,149.04,1124,552,526,521,738.53,94.38,4.71,103,Mobile,Chrome,4,4,-0.013980046241871769,-1
277,2021-08-12,instagram,video,new_product_launch,1690.12,2737,2726,2621,1867,983.66,68.49,3.85,102,Mobile,Firefox,5,3,0.04376580772167182,1
278,2023-01-23,facebook,social,summer_sale,-280.2,1571,1401,842,259,560.26,18.49,39.9,202,Mobile,Safari,4,3,0.12010238065541456,1
279,2023-10-05,youtube,video,lead_generation,1353.59,4181,2219,2149,1457,966.5,65.66,3.15,479,Desktop,Chrome,4,3,0.06555639396284607,1
280,2023-09-14,facebook,video,brand_awareness,-233.2,2238,1060,66,7,346.99,0.66,93.77,156,Mobile,Firefox,5,5,0.1108686044777763,1
281,2022-04-30,twitter,social,summer_sale,2639.6,6915,6599,1709,1606,144.36,24.34,74.1,52,Mobile,Chrome,2,3,0.09532407052707831,1
282,2023-04-25,newsletter,organic,customer_retention,244.32,8014,1018,892,653,779.84,64.15,12.38,154,Mobile,Chrome,4,5,0.04657522577828255,1
283,2023-05-04,direct,video,customer_retention,421.68,4491,1004,638,7,276.5,0.7,36.45,362,Mobile,Chrome,3,3,0.1273541392506906,1
284,2022-02-15,newsletter,display,brand_awareness,6752.8,7500,7340,7025,1303,925.85,17.75,4.29,73,Mobile,Firefox,5,5,0.034801799600496564,1
285,2023-06-29,twitter,organic,new_product_launch,1028.1,4284,1490,547,140,499.18,9.4,63.29,440,Desktop,Safari,4,5,0.14230576372886278,1
286,2022-08-06,youtube,referral,brand_awareness,632.13,9204,3327,2257,672,512.11,20.2,32.16,287,Mobile,Safari,5,3,0.09447300256784025,1
287,2023-11-29,twitter,organic,brand_awareness,1279.59,3079,2509,2169,767,540.96,30.57,13.55,194,Desktop,Firefox,5,5,0.12717228279337445,1
288,2022-01-31,linkedin,organic,lead_generation,1525.1,7730,1010,757,663,527.57,65.64,25.05,216,Mobile,Safari,3,5,0.04127036681541085,1
289,2021-06-01,youtube,video,lead_generation,4035.12,9000,5934,4923,3055,640.03,51.48,17.04,359,Desktop,Chrome,3,5,0.010231254503561882,1
290,2023-07-30,linkedin,video,customer_retention,1520.7,6909,822,18,3,116.91,0.36,97.81,272,Desktop,Firefox,4,4,0.1280016091216561,1
291,2022-07-03,newsletter,video,summer_sale,3547.17,8475,3583,254,25,656.93,0.7,92.91,219,Desktop,Firefox,2,3,0.059019893122079004,1
292,2021-08-30,linkedin,organic,brand_awareness,2191.28,6289,1274,188,56,692.6,4.4,85.24,318,Mobile,Chrome,5,5,0.11898466728067103,1
293,2023-03-03,direct,social,customer_retention,1374.57,7331,5091,5049,3992,805.27,78.41,0.82,281,Desktop,Chrome,1,4,0.0398390691338254,1
294,2022-05-01,newsletter,video,brand_awareness,78.12,1412,252,141,48,773.44,19.05,44.05,446,Mobile,Chrome,5,5,0.12399388934182604,1
295,2021-07-04,instagram,social,brand_awareness,354.42,8019,537,373,50,360.92,9.31,30.54,53,Mobile,Safari,1,5,0.11935008803409364,1
296,2021-05-04,youtube,social,brand_awareness,-90.18,5697,501,337,195,772.88,38.92,32.73,127,Desktop,Safari,3,3,0.12001835485671886,1
297,2022-09-20,facebook,social,customer_retention,59.67,253,153,86,49,611.94,32.03,43.79,235,Mobile,Firefox,1,4,0.1048871632349343,1
298,2023-11-23,youtube,social,new_product_launch,353.1,5622,1605,468,335,942.96,20.87,70.84,315,Desktop,Safari,3,3,0.1412968311933911,1
299,2022-04-16,google,organic,brand_awareness,6195.9,9685,6522,3574,1400,484.12,21.47,45.2,230,Desktop,Chrome,1,4,-0.0026138230437239285,-1
300,2022-05-13,direct,referral,brand_awareness,812.24,5497,1846,833,198,155.8,10.73,54.88,166,Mobile,Safari,4,5,0.14283538353955894,1
301,2023-10-20,newsletter,organic,lead_generation,467.6,1645,835,375,39,713.07,4.67,55.09,205,Desktop,Chrome,3,5,0.12969426898351127,1
302,2022-03-11,facebook,organic,customer_retention,888.16,4445,1586,1328,1013,543.27,63.87,16.27,243,Desktop,Safari,2,3,0.0803176164517041,1
303,2022-06-15,direct,social,brand_awareness,207.66,4936,3461,2892,1809,935.11,52.27,16.44,91,Desktop,Chrome,5,4,0.12384025362595236,1
304,2023-02-19,linkedin,referral,new_product_launch,13173.39,8789,6687,5754,4713,2.5,70.48,13.95,232,Mobile,Chrome,3,4,-0.11787948674428783,-1
305,2021-12-08,newsletter,social,new_product_launch,21.72,4876,2172,878,347,952.89,15.98,59.58,106,Desktop,Firefox,4,4,0.15112748086939942,1
306,2022-01-29,instagram,referral,customer_retention,1438.29,2314,2283,531,160,665.51,7.01,76.74,202,Desktop,Safari,5,3,0.09419246746022336,1
307,2022-05-12,linkedin,display,lead_generation,16216.64,9506,8672,7880,3861,689.76,44.52,9.13,220,Mobile,Firefox,3,3,-0.10021154097609486,-1
308,2022-07-26,newsletter,display,brand_awareness,1187.2,3218,1484,656,364,704.49,24.53,55.8,439,Mobile,Safari,5,4,0.12896289275812667,1
309,2023-10-08,twitter,display,brand_awareness,33.66,2949,187,130,116,824.38,62.03,30.48,266,Desktop,Safari,3,4,0.08658558097305818,1
310,2023-08-09,twitter,social,new_product_launch,477.12,3909,2982,169,5,708.72,0.17,94.33,94,Desktop,Firefox,1,5,0.13045655435980258,1
311,2021-06-06,facebook,video,lead_generation,-3.77,588,29,20,14,362.77,48.28,31.03,50,Desktop,Chrome,4,4,0.0994824629450411,1
312,2023-07-21,linkedin,referral,brand_awareness,3118.85,4108,1273,11,4,722.1,0.31,99.14,259,Mobile,Firefox,5,3,0.053722664846051704,1
313,2021-05-12,twitter,referral,customer_retention,3022.4,6844,3778,2070,972,782.45,25.73,45.21,459,Mobile,Safari,3,3,0.09063548068035099,1
314,2022-10-25,linkedin,social,customer_retention,700.64,5127,302,11,4,792.35,1.32,96.36,195,Mobile,Safari,1,4,0.1416047143027131,1
315,2022-05-31,linkedin,social,summer_sale,14924.39,9759,8831,8766,6898,109.56,78.11,0.74,260,Mobile,Safari,5,5,-0.15389675322314056,-1
316,2021-11-22,newsletter,display,lead_generation,16.6,1564,332,287,231,852.81,69.58,13.55,406,Mobile,Firefox,4,5,0.045087704551272534,1
317,2022-03-08,youtube,social,summer_sale,-30.33,5139,1011,165,101,309.96,9.99,83.68,325,Mobile,Safari,1,4,0.1448412505429248,1
318,2023-12-14,direct,social,summer_sale,852.6,3003,1740,1037,477,431.32,27.41,40.4,129,Desktop,Firefox,3,5,0.1394246754110407,1
319,2022-05-01,youtube,referral,brand_awareness,3325.34,7615,7229,5216,3205,132.43,44.34,27.85,116,Desktop,Chrome,1,3,0.0766082674451225,1
320,2021-10-11,newsletter,organic,summer_sale,90.36,1218,1004,900,490,534.08,48.8,10.36,459,Desktop,Chrome,4,5,0.09570684087165737,1
321,2023-12-23,newsletter,social,lead_generation,14.16,7750,472,384,97,610.23,20.55,18.64,336,Desktop,Chrome,3,4,0.13646544335459854,1
322,2021-02-26,newsletter,social,summer_sale,2749.42,4760,3197,854,166,651.4,5.19,73.29,33,Mobile,Firefox,3,4,0.098053042589546,1
323,2022-03-20,direct,social,brand_awareness,750.24,5045,3126,2723,116,530.09,3.71,12.89,134,Desktop,Safari,1,3,0.13359296039663793,1
324,2023-06-22,google,display,summer_sale,19.5,84,30,7,7,996.22,23.33,76.67,107,Mobile,Safari,1,4,0.09267128462732116,1
325,2022-04-24,newsletter,social,lead_generation,39.33,815,69,53,22,845.43,31.88,23.19,157,Desktop,Safari,5,5,0.11569731960778284,1
326,2022-10-11,google,organic,summer_sale,765.85,5452,1445,67,65,50.52,4.5,95.36,80,Mobile,Firefox,5,3,0.132454493394492,1
327,2023-07-26,facebook,display,summer_sale,94.32,5453,131,21,14,471.94,10.69,83.97,61,Mobile,Safari,3,3,0.13443275964159035,1
328,2022-02-10,youtube,referral,new_product_launch,89.85,8376,599,136,104,195.47,17.36,77.3,344,Desktop,Firefox,5,3,0.11322190180164954,1
329,2021-03-12,twitter,video,summer_sale,775.5,5939,5170,3147,625,565.93,12.09,39.13,298,Desktop,Chrome,3,3,0.13292634516814417,1
330,2023-08-07,twitter,organic,summer_sale,558.54,2286,963,544,219,473.76,22.74,43.51,329,Mobile,Firefox,1,3,0.12534509449008385,1
331,2023-08-13,google,social,new_product_launch,3520.8,3079,2934,2631,2411,75.18,82.17,10.33,136,Desktop,Safari,5,3,-0.030397717225790988,-1
332,2022-12-06,direct,video,lead_generation,210.33,3347,2337,1331,858,385.49,36.71,43.05,103,Mobile,Safari,2,3,0.12033618747144748,1
333,2021-11-20,instagram,video,new_product_launch,1042.72,5449,2744,2627,3,188.7,0.11,4.26,291,Desktop,Chrome,5,5,0.13154500302525057,1
334,2022-11-19,linkedin,social,new_product_launch,9003.74,5253,4714,3245,834,274.24,17.69,31.16,54,Mobile,Chrome,4,5,-0.022973812683157457,-1
335,2021-10-16,youtube,organic,customer_retention,-1820.06,9045,8273,4713,1173,845.23,14.18,43.03,458,Mobile,Chrome,3,3,0.04111855578903634,1
336,2022-04-22,newsletter,video,new_product_launch,2724.54,8447,6487,4099,4022,880.44,62.0,36.81,62,Mobile,Safari,1,4,0.048587510506264975,1
337,2022-12-02,direct,referral,summer_sale,1379.16,7654,3831,59,20,885.49,0.52,98.46,128,Mobile,Chrome,4,5,0.11358122974352874,1
338,2022-02-27,google,video,new_product_launch,1362.24,2517,1892,1273,1200,506.76,63.42,32.72,116,Desktop,Safari,2,4,0.06240092757120219,1
339,2023-07-07,facebook,social,summer_sale,761.76,2347,2116,1720,994,102.0,46.98,18.71,191,Desktop,Chrome,3,4,0.11425148719806077,1
340,2021-12-21,direct,social,brand_awareness,511.56,7022,4263,1572,502,546.95,11.78,63.12,377,Desktop,Firefox,4,4,0.14106196854681252,1
341,2021-08-01,google,social,lead_generation,1038.78,2820,1194,1111,83,278.18,6.95,6.95,301,Desktop,Firefox,2,5,0.12977287108482732,1
342,2021-02-15,twitter,social,new_product_launch,-42.3,336,282,101,2,105.65,0.71,64.18,351,Desktop,Chrome,3,4,0.09667934997581695,1
343,2022-11-02,linkedin,social,lead_generation,13884.65,9512,6773,2089,1299,589.64,19.18,69.16,197,Desktop,Safari,4,3,-0.06878858461829473,-1
344,2023-11-08,newsletter,social,brand_awareness,660.96,1480,1224,659,282,738.86,23.04,46.16,330,Desktop,Firefox,2,5,0.11708847241056985,1
345,2022-07-09,twitter,display,new_product_launch,895.2,6940,5968,3672,3175,88.1,53.2,38.47,78,Desktop,Firefox,3,3,0.08444191556820257,1
346,2023-07-04,google,display,lead_generation,1268.15,3542,1951,499,243,434.13,12.46,74.42,408,Desktop,Chrome,4,5,0.14179856203036206,1
347,2023-09-01,direct,social,lead_generation,-333.92,9765,4174,2969,2270,731.7,54.38,28.87,473,Mobile,Firefox,4,3,0.007846330020682024,1
348,2022-11-15,instagram,referral,new_product_launch,1.95,1155,195,114,27,953.12,13.85,41.54,454,Desktop,Chrome,2,5,0.12311451610032226,1
349,2024-01-14,facebook,referral,customer_retention,1672.56,2964,2424,644,4,192.02,0.17,73.43,140,Desktop,Firefox,5,5,0.10102292586533207,1
350,2021-07-18,facebook,video,new_product_launch,540.47,7926,7721,7501,5422,84.15,70.22,2.85,470,Mobile,Safari,2,3,0.055005859802391144,1
351,2023-07-27,instagram,social,new_product_launch,1195.2,9384,7968,405,263,987.09,3.3,94.92,337,Desktop,Firefox,2,5,0.0865215978869745,1
352,2022-08-30,direct,social,summer_sale,2032.32,8595,4234,3242,1098,290.1,25.93,23.43,176,Mobile,Chrome,1,5,0.10504328860752993,1
353,2021-12-27,twitter,referral,new_product_launch,400.92,8805,3341,2764,1564,669.88,46.81,17.27,410,Mobile,Safari,3,5,0.06521768788824822,1
354,2022-09-19,direct,social,brand_awareness,244.65,9199,1165,427,111,893.63,9.53,63.35,133,Mobile,Safari,3,4,0.09510296410929736,1
355,2023-10-16,direct,organic,lead_generation,-80.64,1750,192,178,57,191.27,29.69,7.29,218,Mobile,Firefox,2,3,0.11556995345048565,1
356,2022-03-02,google,social,brand_awareness,2816.55,3501,2845,126,122,576.63,4.29,95.57,208,Mobile,Chrome,5,3,0.07153263468678539,1
357,2021-04-26,google,social,brand_awareness,431.2,5109,616,383,238,712.25,38.64,37.82,230,Mobile,Firefox,4,4,0.1424892177951534,1
358,2022-10-23,twitter,organic,customer_retention,130.8,1724,872,6,2,818.79,0.23,99.31,317,Mobile,Firefox,2,4,0.12026693517338977,1
359,2021-06-23,twitter,video,lead_generation,-40.88,6176,292,274,72,205.95,24.66,6.16,162,Mobile,Safari,5,3,0.13189971836420594,1
360,2024-01-29,twitter,organic,summer_sale,748.93,6486,5761,4868,4,342.63,0.07,15.5,184,Mobile,Chrome,5,3,0.11873329902942426,1
361,2022-09-09,newsletter,display,new_product_launch,143.64,536,266,218,84,314.71,31.58,18.05,312,Mobile,Firefox,1,5,0.0967975958766002,1
362,2023-10-19,direct,video,lead_generation,-436.14,4183,2423,913,285,311.27,11.76,62.32,127,Mobile,Safari,1,5,0.13881944962380055,1
363,2022-11-25,newsletter,video,brand_awareness,22.74,5827,1137,412,400,769.41,35.18,63.76,419,Desktop,Firefox,3,4,0.13391677897072046,1
364,2021-12-22,direct,video,new_product_launch,-0.0,4975,4692,806,60,995.92,1.28,82.82,434,Desktop,Firefox,5,4,0.1497493659868845,1
365,2023-11-03,instagram,organic,lead_generation,210.72,5246,3512,2502,815,580.92,23.21,28.76,235,Mobile,Safari,3,5,0.14933761083982494,1
366,2023-11-26,youtube,video,customer_retention,-822.36,3597,2937,1939,823,693.36,28.02,33.98,243,Mobile,Chrome,1,3,0.07800139243810245,1
367,2022-10-12,direct,social,summer_sale,-1321.07,7421,6953,261,120,982.52,1.73,96.25,184,Mobile,Safari,1,5,0.06598682129294808,1
